页序,词条,繁体异体,拼音,字级,笔画数,释义
209/L-03,屐,,jī,二级,10,木头鞋：木～。泛指鞋。
209/L-04,姬,,jī,二级,10,❶古代对妇女的美称。//❷旧时称妾。//❸旧时称以歌舞为业的女子：歌～。
209/L-05,基,,jī,一级,11,❶建筑物的根脚：地～|墙～。〖喻〗最下面的，根本的：～层|～数。//［基础］建筑物的根脚和柱石。〖喻〗事物的根基：钢铁是工业的～。//［基金］1.国民经济中有特定用途的资金：消费～|生产～。2.为兴办或发展某一事业而集聚、储备的资金或专门的拨款：教育～|福利～。//❷化学上指不带电的原子团：烃（tīng）～|氨～。//❸根据：～于上述理由。//［基督］〖外〗基督教徒称耶稣，意为“救世主”。//［基督教］宗教名。公元1世纪犹太人耶稣所创。11世纪分为罗马教会（天主教）和希腊教会（东正教）两派，16世纪罗马教会又分为新教和旧教。现在一般称新教为基督教。//［基诺族］我国少数民族，参看附表。
209/R-01,期,,jī,一级,12,古代指一周年，一整月：～年|～月。//另见qī。
209/R-02,𫓹,（錤）,jī,三级,13,见“镃”字条“镃𫓹”（zī–）。
209/R-03,箕,,jī,一级,14,❶簸箕（bòji），用竹篾、柳条或铁皮等制成的扬去糠麸或清除垃圾的器具。//❷不成圆形的指纹。//❸星宿名，二十八宿之一。
209/R-04,𫓯,（銈）,jī,三级,11,古书上说的金圭。
209/R-05,赍,（賫、*賷、*齎）,jī,二级,12,❶怀抱着，带着：～志而殁（mò）（志未遂而死去）|～恨。//❷把东西送给别人。
209/R-06,嵇,,jī,二级,12,姓。
209/R-07,稽,,jī,一级,15,❶停留（〖连〗–留）：～迟|～延。//❷查考：～查|无～之谈。//❸计较，争论：反唇相～（反过来责问对方）。//❹姓。//另见qǐ。
210/L-01,缉,（緝）,jī,一级,12,搜捕，捉拿：～私|通～。//另见qī。
210/L-02,𫌀,（襀）,jī,三级,13,衣服的褶儿。
210/L-03,齑,（齏）,jī,二级,15,❶捣碎的姜、蒜、韭菜等。//❷细，碎：化为～粉。
210/L-04,畿,,jī,二级,15,古代称靠近国都的地方：京～。
210/L-05,墼,,jī,二级,16,［炭墼］用炭末做成的块状物。//［土墼］未烧的砖坯。
210/L-06,激,,jī,一级,16,❶水冲击或急速浇淋：～起浪花|他被雨～病了。引使发作，使人的感情冲动：刺～|用话～他。//［激昂］（情绪、语调等）激动昂扬：慷慨～。//❷急剧的，强烈的（〖连〗–烈）：～变|～战。
210/L-07,羁,（羈、*覊）,jī,二级,17,❶马笼头。//❷束缚：～绊|～押。//❸停留：～留。//［羁旅］寄居作客。
210/L-08,及,,jí,一级,3,❶到。1.从后头跟上：来得～|赶不～。引比得上：我不～他。2.达到：由表～里|将～十载|～格。引牵涉到，推广到：言不～义|不～其余。//❷趁着，乘：～时|～早。//❸连词，和，跟（通常主要成分在“及”字前）：给老人买了水果、点心～其他一些东西。//［以及］连词，连接并列的词、词组，意义和“及❸”相同：花园里种着状元红、矢车菊、夹竹桃～其他各色花木。
210/R-01,伋,,jí,三级,5,用于人名。孔伋，字子思，孔子的孙子。
210/R-02,岌,,jí,二级,6,［岌岌］1.形容山高。2.形容危险：～可危。
210/R-03,汲,,jí,二级,6,❶从井里打水：～水。//［汲引］旧时比喻提拔人才。//❷（叠）急切的样子：不可～～于名利。
210/R-04,级,（級）,jí,一级,6,❶层，层次：那台阶有十多～|七～浮屠（七层的佛塔）。//❷等次：高～|低～|初～|上～|下～。//❸年级，学校编制的名称，学年的分段：同～不同班|三年～|高年～。
210/R-05,极,（極）,jí,一级,7,❶顶端，最高点，尽头处：登峰造～。//❷指地球的南北两端，磁体的两端或电路的正负两端：南～|北～|阳～|阴～。//［南极洲］世界七大洲之一。//❸副词，最，表示达到顶点：大～了|～好|穷凶～恶。//❹竭尽：～力|～目远眺（tiào）。
210/R-06,笈,,jí,二级,9,❶书箱。//❷书籍，典籍。
211/L-01,吉,,jí,一级,6,❶幸运的，吉利的，跟“凶”相对（〖连〗–祥、–庆）：～日|～期。//❷〖外〗法定计量单位中十进倍数单位词头之一，表示109，符号G。
211/L-02,佶,,jí,二级,8,健壮。//［佶屈］曲折：～聱（áo）牙（文句拗口）。也作“诘屈”。
211/L-03,诘,（詰）,jí,二级,8,［诘屈］同“佶屈”。参看“佶”（jí）。//另见jié。
211/L-04,姞,,jí,三级,9,姓。
211/L-05,即,,jí,一级,7,❶就是：番茄～西红柿。//❷当时或当地：～日|～刻|～席|～景生情。//❸副词，便，就：胜利～在眼前|用毕～行奉还。//［即使］连词，常跟“也”连用表示假设性让步：～我们的工作取得了很大的成绩，也不能骄傲自满。//❹靠近：不～不离。//［即位］指封建统治者登上帝王的位子，做君主或诸侯。
211/L-06,堲,,jí,三级,10,〈古〉//❶烧土为砖。//❷烛灰。
211/L-07,亟,,jí,二级,8,文言副词，急切地：～待解决|缺点～应纠正。//另见qì。
211/R-01,殛,,jí,二级,12,杀死：雷～。
211/R-02,革,,jí,一级,9,〈古〉（病）危急。//另见gé。
211/R-03,急,,jí,一级,9,❶焦躁（〖连〗焦–）：真～死人了|着～。引气恼，发怒：他一听就～了。//❷匆促：～～忙忙|～就|～于完成任务。引迅速，又快又猛：水流得～|～病。//❸迫切，要紧：～事|不～之务|～件。引严重：情况紧～|告～|病～乱投医（比喻临事慌乱）。//❹对大家的事或别人的困难赶快帮助：～公好义|～难（nàn）。
211/R-04,㴔,,jí,三级,12,用于地名：～滩（在河南省邓州）。
211/R-05,疾,,jí,一级,10,❶病，身体不舒适（〖连〗–病）：目～|积劳成～。引痛苦：～苦。//❷恨：～恶如仇。//❸快，迅速，猛烈：～走|～风知劲（jìng）草|～言厉色（形容发怒的样子）。//❹疼痛：痛心～首。
211/R-06,蒺,,jí,二级,13,［蒺藜］（–li）1.草本植物，茎横生在地面上，花黄色。果实也叫蒺藜，有刺，可入药。2.像蒺藜的东西：铁～。
211/R-07,嫉,,jí,一级,13,❶因别人比自己好而怨恨（〖连〗–妒、妒–）：～才|～贤妒能。//❷憎恨：～恶如仇（现多作“疾恶如仇”）。
212/L-01,棘,,jí,一级,12,❶酸枣树，落叶灌木，茎上多刺。花黄绿色。果实小，味酸。//❷针形的刺：～皮动物。//［棘手］刺手，扎手。〖喻〗事情难办。//❸指有刺的草木：披荆斩～。
212/L-02,集,,jí,一级,12,❶聚，会合，总合（〖连〗聚–）：～思广益|～会|～中。//［集体］许多人合起来的有组织的总体：～利益|～所有制。//❷会合许多单篇或单张作品编成的书：诗～|文～|选～。//❸古代图书四部（经、史、子、集）分类法中的第四类：～部。//❹某些篇幅较长的著作或作品中相对独立的部分：影片分上下～|十～电视纪录片。//❺定期交易的市场：～市|赶～。//❻完成：大业未～。
212/L-03,楫,（*檝）,jí,二级,13,划船用的桨。
212/L-04,辑,（輯）,jí,一级,13,❶聚集，特指聚集材料编书：～录|纂～。//❷整套书籍、资料等按内容或发表次序分成的各个部分：专～|丛书第一～。//❸和睦：～睦。
212/L-05,戢,,jí,二级,12,收敛，收藏：载～干戈（把兵器收藏起来）。引止，停止：～怒。
212/R-01,蕺,,jí,二级,15,蕺菜，草本植物，又叫鱼腥草，茎上有节，花小而密。茎和叶有腥味。根可用作蔬菜，全草可入药。
212/R-02,嵴,,jí,二级,13,山脊。
212/R-03,瘠,,jí,二级,15,❶瘦弱。//❷土地不肥沃（〖连〗贫–）：～土|～田。
212/R-04,鹡,（鶺）,jí,三级,15,［鹡鸰］（–líng）鸟名，种类较多，常见的头黑额白，背部黑色，腹部白色，尾巴较长，生活在水边。
212/R-05,蹐,,jí,三级,17,小步行走。
212/R-06,耤,,jí,三级,14,耤河，水名，在甘肃省东南部，渭河支流。
212/R-07,踖,,jí,,15,见“踧”字条“踧踖”（cù–）。
212/R-08,藉,,jí,一级,17,❶践踏，凌辱。//［狼藉］（※狼籍）乱七八糟：杯盘～|声名～。//❷姓。//另见jiè；jiè“借”。
212/R-09,籍,,jí,一级,20,❶书，书册（〖连〗书–）：六～（六经）|古～。//❷登记隶属关系的簿册，隶属关系：户～|国～|党～|学～。//［籍贯］自身出生或祖居的地方。
213/L-01,几,（幾）,jǐ,一级,2,❶代词，询问数量多少：～个人？|来～天了？［几何］1.文言代词，多少：人生～？2.几何学，研究点、线、面、体的性质、关系和计算方法的学科。//❷表示不定的数目：他才十～岁|所剩无～。//另见jī。
213/L-02,虮,（蟣）,jǐ,二级,8,（–子）虱子的卵。
213/L-03,麂,,jǐ,二级,13,（–子）哺乳动物，像鹿而小，毛黄黑色，雄的有很短的角。
213/L-04,己,,jǐ,一级,3,❶代词，自己，对人称本身：舍～为人|身不由～。//❷天干的第六位，用作顺序的第六。
213/L-05,纪,（紀）,jǐ,一级,6,姓。//另见jì。
213/L-06,鱾,（魢）,jǐ,三级,11,鱼名，身体侧扁，略呈椭圆形，头小，口小，生活在海底岩石间。
213/L-07,挤,（擠）,jǐ,一级,9,❶许多人、物很紧地挨着，不容易动转：一间屋子住十来个人，太～了。//❷在拥挤的环境中推、拥：人多～不过去|～进会场。引排斥（〖连〗排–）：甲队被～出前三名。//❸用压力使排出：～牛奶|～牙膏。
213/R-01,济,（濟）,jǐ,一级,9,济水，古水名，发源于今河南省，流经山东省入渤海。今河南省济源，山东省济南、济宁，都从济水得名。//［济济］众多：人才～。//另见jì。
213/R-02,给,,jǐ,一级,9,❶供应：自～自足|补～|～养（军队中主副食、燃料，以及牲畜饲料等物资供应的统称）。//❷富裕，充足：家～人足。//另见gěi。
213/R-03,脊,,jǐ,一级,10,❶人和动物背中间的骨头：～椎|～髓|～梁|～柱。//❷物体中间高起、形状像脊柱的部分：屋～|山～。
213/R-04,掎,,jǐ,三级,11,拖住，牵制。
213/R-05,戟,,jǐ,二级,12,古代的一种兵器，由矛和戈组合而成。
213/R-06,计,（計）,jì,一级,4,❶算（〖连〗–算）：不～其数。//❷测量或计算度数、时间等的仪器：时～|体温～|血压～。//❸主意，策略（〖连〗–策）：妙～|百年大～。//❹计划，打算：为工作方便～。//［计较］（–jiào）1.打算，商量：此事日后再做～。2.争论，较量：是他不对，但大家都没有跟他～。
213/R-07,记,（記、⑤**㾵）,jì,一级,5,❶记忆，把印象保持在脑子里：～住这件事|～性。//❷把事物写下来：～录|～账|把这些事情都～在笔记本上。//［记者］报刊、电台、电视台、通讯社里做采访报道工作的人员。//❸记载事物的书册或文字：游～|日～|大事～。//❹记号，标志：以红色为～|戳～。//❺皮肤上生来就有的深色斑。//❻量词，用于某些动作的次数：一～耳光|一～劲射。
214/L-01,纪,（紀）,jì,一级,6,❶记载：～事。//［纪念］用事物或行动对人或事表示怀念。//［纪元］纪年的开始，如公历以传说的耶稣出生那一年为元年。//❷古时把十二年算作一纪。//［世纪］一百年叫一世纪。//❸制度，法度：军～|违法乱～|～律。//❹地质年代分期的第三级，在“代”之下：第四～|侏罗～。//另见jǐ。
214/L-02,忌,,jì,一级,7,❶嫉妒，憎恨：猜～|～才。//❷怕，畏惧：顾～|肆无～惮。//❸禁戒：～酒|～口|～食生冷|～讳。
214/L-03,跽,,jì,三级,14,长跪，挺直上身两膝着地。
214/L-04,伎,,jì,二级,6,❶技巧，才能。//［伎俩］（–liǎng）骗人的手段、计策等。//❷古代称以歌舞为业的女子：歌舞～。
214/R-01,技,,jì,一级,7,才能，手艺（〖连〗–艺、–能）：～巧|口～|～师|一～之长。//［技术］1.进行物质资料生产所凭借的方法、能力或设备等：～革新。2.专门的技能：他打球的～很高明。
214/R-02,芰,,jì,三级,7,古书上指菱。
214/R-03,妓,,jì,一级,7,妓女，以卖淫为生的女人。
214/R-04,系,（繫）,jì,一级,7,打结，扣：把鞋带～上。//另见xì。
214/R-05,际,（際）,jì,一级,7,❶交界或靠边的地方：林～|水～|天～|春夏之～。//❷彼此之间：国～|厂～竞赛。//❸时候：目前正是用人之～。//❹当，适逢其时：～此盛会。
214/R-06,季,,jì,一级,8,❶兄弟排行常用伯、仲、叔、季做次序，季是最小的：～弟|～父（小叔叔）。引末了：～世|～春（春季末一月）。//❷三个月为一季：一年分春、夏、秋、冬四～|～度。引（–儿）一段时间：瓜～儿|淡～|雨～。
214/R-07,悸,,jì,二级,11,因害怕而心跳：～栗（心惊肉跳）|惊～|心有余～。
214/R-08,剂,（劑）,jì,一级,8,❶配制而成的药：药～|清凉～。//［调剂］（tiáo–）1.配制药物。2.适当调整。//❷量词，用于水煎服的中药：一～药。
215/L-01,荠,（薺）,jì,二级,9,荠菜，草本植物，叶羽状分裂，花白色。茎、叶嫩时可用作蔬菜，全草可入药。//另见qí。
215/L-02,济,（濟）,jì,一级,9,❶对困苦的人加以帮助：救～|～困扶危。//❷补益：无～于事。//❸渡，过河：同舟共～。//另见jǐ。
215/L-03,霁,（霽）,jì,二级,14,❶雨、雪停止，天放晴：雪初～。//❷怒气消除：色～。
215/L-04,鲚,（鱭）,jì,二级,14,鱼名，身体侧扁，头小而尖，尾尖而细，生活在海洋里。有刀鲚、凤鲚等多种。
215/L-05,垍,,jì,三级,9,坚硬的土。
215/L-06,洎,,jì,二级,9,到，及：自古～今。
215/L-07,迹,（*跡、*蹟）,jì,一级,9,脚印（〖连〗踪–）：足～|兽蹄鸟～。引1.物体遗留下的印痕（〖连〗痕–）：～象|事～|轨～。2.前人遗留下的事物（多指建筑、器物等）：古～|陈～。
215/L-08,既,,jì,一级,9,❶终了，尽：言未～。//❷副词，已经：霜露～降|～往不咎|保持～有的荣誉。//［既而］连词，后来，表示经过一段时间以后：起初不信，～将信将疑，最后完全折服。//❸连词，既然，后面常与“就”“则”相应，表示先提出前提，而后加以推论：～要做，就要做好。//❹副词，常跟“且”“又”连用，表示两者并列：～高且大|～快又好。
215/R-01,塈,,jì,,12,❶用泥涂屋顶。//❷休息。//❸取。
215/R-02,暨,,jì,二级,14,连词，与，及，和。
215/R-03,𬶨,（鱀）,jì,三级,17,［白哺乳动物，又叫白鳍豚，身体纺锤形，背部浅蓝灰色，腹部白色，有背鳍，生活在淡水中，是我国特有的珍贵动物。
